# UUID|File Path|Timestamp|Command|Related Files|Comment
000456ee-9c57-4fef-a0e7-e130270bbfce|ai_admin/commands/ollama_base.py|2026-03-05T01-30-17|cst_save_tree||Before saving CST tree 93e07373-35d4-40a6-bc54-994018d27085
00662e14-d4d9-49be-a672-88970e4fd231|ai_admin/security/security_monitor.py|2026-01-06T16-13-46|split_file_to_package|event_type,severity,event,alert,monitor,metrics|
008005fa-7177-4883-a4c6-6d74e3970388|ai_admin/commands/docker_login_command.py|2026-03-04T01-46-21|format_code||Before format
0092ab07-5a3d-4672-a40b-c8d9f49beeca|add_fallback_logic.py|2026-04-04T09-53-36|restore_backup_file||Before restore from backup
00c7059c-194d-494d-809d-5cb55a759905|_fix_ssl_type.py|2026-03-02T19-58-35|cst_save_tree||Before saving CST tree 01af1439-c025-49bc-849e-922fbdfdbdda
00dc9f14-c633-4a80-b013-2c2a50a23bf1|ai_admin/core/token_auth_manager.py|2026-01-06T16-13-45|split_file_to_package|types,manager|
01a6c7e4-eac4-4bf0-8d18-81e25009002a|add_full_queue_support/__init__.py|2026-04-04T21-31-03|cst_save_tree||Before saving CST tree 2d0b8402-26c7-4344-86f8-3ebece4006e3
021e2e48-e62c-4efe-942d-db9f218737fe|ai_admin/commands/docker_network_disconnect_command.py|2026-01-06T16-13-46|cst_save_tree||Before saving CST tree 07901e00-f8ba-4c7d-8442-ff71a57454bd
034ac8b2-9643-4c08-ac25-43a9bb2bad9e|docs/plans/step_7/TASKS.md|2026-05-01T21-11-56|create_text_file||Before create_text_file overwrite docs/plans/step_7/TASKS.md
0357c32a-c4ff-4c2c-be56-4ec633ba3c2a|add_full_queue_support/__init__.py|2026-04-04T21-06-17|restore_backup_file||Before restore from backup
03af562a-ebbe-45f9-9e4d-95edad5f5595|add_fallback_logic.py|2026-04-04T22-33-39|cst_save_tree||Before saving CST tree 07ac972a-25da-4bfd-82b0-994b81d3c677
03f9a919-36d1-4470-98c5-304a2c2663ee|ai_admin/settings_manager.py|2026-01-06T16-13-45|split_file_to_package|manager,helpers|
041372ca-6b23-4f3e-840f-a9cd9fee35a8|ai_admin/task_queue/task_queue/task_queue.py|2026-03-01T20-34-01|split_file_to_package|core,ftp_executor,docker_executor,k8s_executor,ollama_executor,misc_executor,facade|
045476ac-28c2-4e96-bc1e-878dad13a719|ai_admin/core/mtls_auth_manager.py|2026-01-06T16-13-45|format_code||Before format
04ca0a67-a4e7-4319-96c5-8c70c2bb4e92|tests/ssl_tests/__init__.py|2025-09-13T03-54-00|cst_save_tree||Before saving CST tree 6dd69594-8346-45fa-9f74-d5f59da59a52
056af116-a35f-47a2-870f-48f731fc140b|scripts/bounded_autoreg_probe.py|2026-04-05T15-21-55|cst_save_tree||Before saving CST tree d5483b7d-6dea-484b-817f-825755cae11c
057270af-e37b-4370-9bce-b72484e98e7f|ai_admin/commands/docker_push_command.py|2026-01-06T16-13-46|cst_save_tree||Before saving CST tree d38ff085-8fb2-4f6b-9bee-8ced92f6f051
05dfadf7-174f-417f-8226-b884025e65c0|ai_admin/commands/base.py|2026-04-13T22-25-01|cst_save_tree||Before saving CST tree ce19bbfe-2e88-4dab-8422-60c6cab1dc38
065f1827-cdb9-4221-8791-fce3caef15ac|ai_admin/security/system_security_adapter/system_operation.py|2026-02-27T15-08-37|cst_save_tree||Before saving CST tree 7485fef9-d1ac-4e85-9b5c-9562ba267276
069aaee6-eadc-4504-91ce-1ebafdd3fdd7|ai_admin/commands/base.py|2026-04-13T22-19-31|format_code||Before format
06f488e2-b2ae-4cac-9727-eabce68504b3|ai_admin/task_queue/task_queue/queue_impl.py|2026-03-01T18-10-17|split_class|TaskQueueCore,FTPExecutor,DockerExecutor,K8sKindExecutor,MiscExecutor|
0719c662-0509-4ab1-81c8-4f7d794baeaa|docs/plans/REVIEW.md|2026-05-01T22-15-53|create_text_file||Before create_text_file overwrite docs/plans/REVIEW.md
076d9957-b093-4dad-9002-f1574a26b4e2|add_fallback_logic.py|2026-04-04T10-21-05|cst_save_tree||Before saving CST tree 13aecd5c-b183-499f-b28f-5a65cfb2478e
079ecc40-3f88-4976-a57f-0ee7e3e365af|scripts/live_registration_probe.py|2026-04-05T15-16-34|format_code||Before format
07f042c2-7934-47bc-9257-b3d82c22d9e0|ai_admin/security/command_security_mixin/__init__.py|2026-02-27T17-43-41|cst_save_tree||Before saving CST tree 6de8ab45-696b-411a-a730-15abc1c0f282
083d717b-4c53-43f4-be09-ebd24562758a|ai_admin/commands/ollama_base.py|2026-01-06T16-13-45|cst_save_tree||Before saving CST tree 779b5f90-0214-46b4-b71f-56d5eefc33c6
086c993a-cf89-4c86-aabc-f8785fd27e20|docs/plans/step_1/INDEX.md|2026-05-01T19-53-49|create_text_file||Before create_text_file overwrite docs/plans/step_1/INDEX.md
09278736-308b-4b62-9e88-f790c2af1f9d|scripts/patch_registration_config.py|2026-04-05T19-08-03|format_code||Before format
09331c85-1d09-4ff5-867a-4c0ff8f05a55|add_fallback_logic.py|2026-04-04T09-47-32|restore_backup_file||Before restore from backup
09af351d-1449-48aa-9911-119c3df728d5|ai_admin/working_server.py|2026-03-04T00-14-14|format_code||Before format
09c0f2f9-a809-4386-a1c2-8b8de8df575c|config/http_reg.json|2026-04-11T17-32-01|json_save_tree||Before saving JSON tree a8327212-3afe-4ec9-9842-4ae90de251fd
0a5c7dcc-7c17-40bf-8911-36ee9cf315dc|scripts/live_registration_probe.py|2026-04-05T15-15-32|format_code||Before format
0ac4c82e-6ab8-44b7-9b87-e287dde54b69|ai_admin/core/ssl_error_handler.py|2026-01-06T16-13-45|cst_save_tree||Before saving CST tree 5a13231c-b05d-48b8-86b9-b7b845ad5a9d
0acbfab5-5a35-47d4-9535-5f228bad9360|ai_admin/commands/k8s_cluster_manager_command.py|2026-01-06T16-13-46|cst_save_tree||Before saving CST tree c90c4c32-647d-46c0-8f49-28cff9326f5f
0b0a0be6-571e-4929-89e1-8ce9f06c57fd|ai_admin/commands/crl_operations_command.py|2026-01-06T16-13-45|cst_save_tree||Before saving CST tree 345a00e2-4e4b-4c2c-b535-4be3d76a1a09
0b0a94bd-2af7-4731-adc1-ec5cb1959bc1|add_fallback_logic.py|2026-03-05T01-21-28|format_code||Before format
0b5354ee-9186-46f4-80ac-d9d01bbd25c7|ai_admin/settings_manager/helpers.py|2026-03-01T21-19-19|query_cst_replace||
0b83d5dc-c2e1-4822-8c4f-b1dbe4131837|ai_admin/__init__.py|2026-04-04T22-31-50|restore_backup_file||Before restore from backup
0beca5c7-b667-42ee-a734-2a519bcfbea6|config/http_reg.json|2026-04-11T17-41-49|restore_backup_file||Before restore from backup
0c12c8a0-3ab9-432f-8d2f-9c21e245ac4d|add_fallback_logic.py|2026-02-26T20-07-02|cst_save_tree||Before saving CST tree 63240cf0-d8c5-4bc5-b12f-993bfb3e47b5
